Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId,Point ALC
#sav-b19-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Clg Stpt,1_2,20613:19,5,BAV,3,73,67,
#sav-b19-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Htg%,1_2,20613:19,9,BAV,3,73,66,
#sav-b19-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Htg Stpt,1_2,20613:19,8,BAV,3,73,68,
#sav-b19-a/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,GEX Dmpr Pos,1_2,20613:19,3,BAV,3,73,56,
#sav-b19-a/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Cool Requests,1_2,20613:19,4,BAV,3,73,57,
#sav-b19-a/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Heat Requests,1_2,20613:19,7,BAV,3,73,58,
#sav-b19-a/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,SAV Dmpr Pos,1_2,20613:19,20,BAV,3,73,59,
#sav-b19-a/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Exhaust Flow,1_2,20613:19,23,BAV,3,73,60,
#sav-b19-a/m320,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Supply Flow,1_2,20613:19,24,BAV,3,73,61,
#sav-b19-a/m322,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Flow Difference,1_2,20613:19,25,BAV,3,73,62,
#sav-b19-a/m328,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Computation 080A SAV-B19-A,Exhaust Flow Stpt,1_2,20613:19,28,BAV,3,73,63,
#sav-b2-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Clg%,1_2,20613:2,2,BAV,3,74,65,
#sav-b2-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Clg Stpt,1_2,20613:2,5,BAV,3,74,67,
#sav-b2-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Htg%,1_2,20613:2,9,BAV,3,74,66,
#sav-b2-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Htg Stpt,1_2,20613:2,8,BAV,3,74,68,
#sav-b2-c/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,GEX Dmpr Pos,1_2,20613:2,3,BAV,3,74,56,
#sav-b2-c/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Cool Requests,1_2,20613:2,4,BAV,3,74,57,
#sav-b2-c/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Heat Requests,1_2,20613:2,7,BAV,3,74,58,
#sav-b2-c/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,SAV Dmpr Pos,1_2,20613:2,20,BAV,3,74,59,
#sav-b2-c/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Exhaust Flow,1_2,20613:2,23,BAV,3,74,60,
#sav-b2-c/m320,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Supply Flow,1_2,20613:2,24,BAV,3,74,61,
#sav-b2-c/m322,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Flow Difference,1_2,20613:2,25,BAV,3,74,62,
#sav-b2-c/m328,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Prep 090G SAV-B2-C,Exhaust Flow Stpt,1_2,20613:2,28,BAV,3,74,63,
#sav-b20-b/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Clg%,1_2,20613:20,2,BAV,3,75,65,
#sav-b20-b/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Clg Stpt,1_2,20613:20,5,BAV,3,75,67,
#sav-b20-b/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Htg%,1_2,20613:20,9,BAV,3,75,66,
#sav-b20-b/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Htg Stpt,1_2,20613:20,8,BAV,3,75,68,
#sav-b20-b/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,GEX Dmpr Pos,1_2,20613:20,3,BAV,3,75,56,
#sav-b20-b/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Cool Requests,1_2,20613:20,4,BAV,3,75,57,
#sav-b20-b/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Heat Requests,1_2,20613:20,7,BAV,3,75,58,
#sav-b20-b/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,SAV Dmpr Pos,1_2,20613:20,20,BAV,3,75,59,
#sav-b20-b/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Exhaust Flow,1_2,20613:20,23,BAV,3,75,60,
#sav-b20-b/m320,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Supply Flow,1_2,20613:20,24,BAV,3,75,61,
#sav-b20-b/m322,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Flow Difference,1_2,20613:20,25,BAV,3,75,62,
#sav-b20-b/m328,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Laser lab 070 SAV-B20-B,Exhaust Flow Stpt,1_2,20613:20,28,BAV,3,75,63,
#sav-b21-e/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Clg%,1_2,20613:21,2,BAV,3,76,65,
#sav-b21-e/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Clg Stpt,1_2,20613:21,5,BAV,3,76,67,
#sav-b21-e/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Htg%,1_2,20613:21,9,BAV,3,76,66,
#sav-b21-e/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Htg Stpt,1_2,20613:21,8,BAV,3,76,68,
#sav-b21-e/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,GEX Dmpr Pos,1_2,20613:21,3,BAV,3,76,56,
#sav-b21-e/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Cool Requests,1_2,20613:21,4,BAV,3,76,57,
#sav-b21-e/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Heat Requests,1_2,20613:21,7,BAV,3,76,58,
#sav-b21-e/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,SAV Dmpr Pos,1_2,20613:21,20,BAV,3,76,59,
#sav-b21-e/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Exhaust Flow,1_2,20613:21,23,BAV,3,76,60,
#sav-b21-e/m320,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Supply Flow,1_2,20613:21,24,BAV,3,76,61,
#sav-b21-e/m322,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Flow Difference,1_2,20613:21,25,BAV,3,76,62,
#sav-b21-e/m328,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Material Science 080B SAV-B21-E,Exhaust Flow Stpt,1_2,20613:21,28,BAV,3,76,63,
#sav-b22-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Clg%,1_2,20613:22,2,BAV,3,77,65,
#sav-b22-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Clg Stpt,1_2,20613:22,5,BAV,3,77,67,
#sav-b22-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Htg%,1_2,20613:22,9,BAV,3,77,66,
#sav-b22-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Htg Stpt,1_2,20613:22,8,BAV,3,77,68,
#sav-b22-a/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,GEX Dmpr Pos,1_2,20613:22,3,BAV,3,77,56,
#sav-b22-a/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Cool Requests,1_2,20613:22,4,BAV,3,77,57,
#sav-b22-a/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Heat Requests,1_2,20613:22,7,BAV,3,77,58,
#sav-b22-a/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,SAV Dmpr Pos,1_2,20613:22,20,BAV,3,77,59,
#sav-b22-a/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Exhaust Flow,1_2,20613:22,23,BAV,3,77,60,
#sav-b22-a/m320,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Supply Flow,1_2,20613:22,24,BAV,3,77,61,
#sav-b22-a/m322,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Flow Difference,1_2,20613:22,25,BAV,3,77,62,
#sav-b22-a/m328,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Visualization 060 SAV-B22-A,Exhaust Flow Stpt,1_2,20613:22,28,BAV,3,77,63,
#sav-b23-a_/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Clg%,1_2,20613:23,2,BAV,3,78,65,
#sav-b23-a_/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Clg Stpt,1_2,20613:23,5,BAV,3,78,67,
#sav-b23-a_/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Htg%,1_2,20613:23,9,BAV,3,78,66,
#sav-b23-a_/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Htg Stpt,1_2,20613:23,8,BAV,3,78,68,
#sav-b23-a_/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,GEX Dmpr Pos,1_2,20613:23,3,BAV,3,78,56,
#sav-b23-a_/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Cool Requests,1_2,20613:23,4,BAV,3,78,57,
#sav-b23-a_/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Heat Requests,1_2,20613:23,7,BAV,3,78,58,
#sav-b23-a_/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,SAV Dmpr Pos,1_2,20613:23,20,BAV,3,78,59,
#sav-b23-a_/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Exhaust Flow,1_2,20613:23,23,BAV,3,78,60,
#sav-b23-a_/m320,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Supply Flow,1_2,20613:23,24,BAV,3,78,61,
#sav-b23-a_/m322,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Flow Difference,1_2,20613:23,25,BAV,3,78,62,
#sav-b23-a_/m328,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,CER 50H SAV-B23-A,Exhaust Flow Stpt,1_2,20613:23,28,BAV,3,78,63,
#sav-b24-a_/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Clg%,1_2,20613:24,2,BAV,3,79,65,
#sav-b24-a_/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Clg Stpt,1_2,20613:24,5,BAV,3,79,67,
#sav-b24-a_/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Htg%,1_2,20613:24,9,BAV,3,79,66,
#sav-b24-a_/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Htg Stpt,1_2,20613:24,8,BAV,3,79,68,
#sav-b24-a_/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,GEX Dmpr Pos,1_2,20613:24,3,BAV,3,79,56,
#sav-b24-a_/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Cool Requests,1_2,20613:24,4,BAV,3,79,57,
#sav-b24-a_/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Heat Requests,1_2,20613:24,7,BAV,3,79,58,
#sav-b24-a_/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,SAV Dmpr Pos,1_2,20613:24,20,BAV,3,79,59,
#sav-b24-a_/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Exhaust Flow,1_2,20613:24,23,BAV,3,79,60,
#sav-b24-a_/m320,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Supply Flow,1_2,20613:24,24,BAV,3,79,61,
#sav-b24-a_/m322,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Flow Difference,1_2,20613:24,25,BAV,3,79,62,
#sav-b24-a_/m328,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Support 050G SAV-B24-A,Exhaust Flow Stpt,1_2,20613:24,28,BAV,3,79,63,
#sav-b25-b/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,Clg%,1_2,20613:25,2,BAV,3,80,65,
#sav-b25-b/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,Clg Stpt,1_2,20613:25,5,BAV,3,80,67,
#sav-b25-b/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,Htg%,1_2,20613:25,9,BAV,3,80,66,
#sav-b25-b/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,Htg Stpt,1_2,20613:25,8,BAV,3,80,68,
#sav-b25-b/m277,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,GEX Dmpr Pos,1_2,20613:25,3,BAV,3,80,56,
#sav-b25-b/m285,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,Cool Requests,1_2,20613:25,4,BAV,3,80,57,
#sav-b25-b/m288,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,Heat Requests,1_2,20613:25,7,BAV,3,80,58,
#sav-b25-b/m310,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,SAV Dmpr Pos,1_2,20613:25,20,BAV,3,80,59,
#sav-b25-b/m318,10.20.0.47,Science & Engineering 2: 0206,Basement,Long Bar,Equipment 050D SAV-B25-B,Exhaust Flow,1_2,20613:25,23,BAV,3,80,60,
